1,0.10
2,0.10
3,0.10
4,0.10
5,0.10
6,0.10
7,0.10
8,0.10
9,0.10
10,0.10
11,0.10
12,0.10
13,0.10
14,0.10
15,0.10
16,0.10
17,0.10
18,0.10
19,0.10
20,0.10
21,0.10
22,0.10
23,0.10
24,0.10
25,0.10
26,0.10
27,0.10
28,0.10
29,0.10
30,0.10
31,0.10
32,0.10
33,0.10
34,0.10
35,0.10
36,0.15
37,0.15
38,0.15
39,0.15
40,0.15
41,0.15
42,0.15
43,0.15
44,0.15
45,0.15
46,0.15
47,0.15
48,0.20
49,0.20
50,0.20
51,0.20
52,0.20
53,0.20
54,0.20
55,0.20
56,0.20
57,0.25
58,0.25
59,0.25
60,0.25
61,0.25
62,0.25
63,0.25
64,0.30
65,0.30
66,0.30
67,0.30
68,0.30
69,0.30
70,0.40
71,0.40
72,0.40
73,0.40
74,0.40
75,0.40
76,0.40
77,0.40
78,0.40
79,0.50
80,0.50
81,0.50
82,0.50
83,0.50
84,0.50
85,0.50
86,0.65
87,0.65
88,0.65
89,0.65
90,0.65
91,0.65
92,0.65
93,0.65
94,0.80
95,0.80
96,0.80
97,0.80
98,0.80
99,0.80
100,0.80
101,1.00
102,1.00
103,1.00
104,1.00
105,1.00
106,1.00
107,1.00
108,1.25
109,1.25
110,1.25
111,1.25
112,1.25
113,1.25
114,1.25
115,1.50
116,1.50
117,1.50
118,1.50
119,1.50
120,1.50
121,1.75
122,1.75
123,1.75
124,1.75
125,1.75
126,2.00
127,2.00
128,2.00
129,2.00
130,2.50
131,2.50
132,2.50
133,2.50
134,2.50
135,2.50
136,2.50
137,3.00
138,3.00
139,3.00
140,3.00
141,3.00
142,3.00
143,3.50
144,3.50
145,3.50
146,3.50
147,3.50
148,4.00
149,4.00
150,4.00
151,4.00
152,4.00
153,4.50
154,4.50
155,4.50
156,4.50
157,5.00
158,5.00
159,5.00
160,6.00
161,6.00
162,6.00
163,6.00
164,6.00
165,6.00
166,7.00
167,7.00
168,7.00
169,7.00
170,7.00
171,8.00
172,8.00
173,8.00
174,8.00
175,8.00
176,9.00
177,9.00
178,9.00
179,9.00
180,10.00
181,10.00
182,10.00
183,10.00
184,10.00
185,10.00
186,10.00
187,10.00
188,10.00
189,10.00
190,10.00
191,10.00
192,10.00
193,10.00
194,10.00
195,10.00
196,10.00
197,10.00
198,10.00
199,10.00
200,10.00
201,10.00
202,10.00
203,10.00
204,10.00
205,10.00
206,10.00
207,10.00
208,10.00
209,10.00
210,10.00
211,10.00
212,10.00
213,10.00
214,10.00
215,10.00
216,10.00
217,10.00
218,10.00
219,10.00
220,10.00
221,10.00
222,10.00
223,10.00
224,10.00
225,10.00
226,10.00
227,10.00
228,10.00
229,10.00
230,10.00
231,10.00
232,10.00
233,10.00
234,10.00
235,10.00
236,10.00
237,10.00
238,10.00
239,10.00
240,10.00
241,10.00
242,10.00
243,10.00
244,10.00
245,10.00
246,10.00
247,10.00
248,10.00
249,10.00
250,10.00
251,10.00
252,10.00
253,10.00
254,10.00
255,10.00
256,10.00
257,10.00
258,10.00
259,10.00
260,10.00
261,10.00
262,10.00
263,10.00
264,10.00
265,10.00
266,10.00
267,10.00
268,10.00
269,10.00
270,10.00
271,10.00
272,10.00
273,10.00
274,10.00
275,10.00
276,10.00
277,10.00
278,10.00
279,10.00
280,10.00
281,10.00
282,10.00
283,10.00
284,10.00
285,10.00
286,10.00
287,10.00
288,10.00
289,10.00
290,10.00
291,10.00
292,10.00
293,10.00
294,10.00
295,10.00
296,10.00
297,10.00
298,10.00
299,10.00
300,10.00
301,10.00
302,10.00
303,10.00
304,10.00
305,10.00
300,10.00
307,10.00
308,10.00
309,10.00
310,10.00
311,10.00
312,10.00
313,10.00
314,10.00
315,10.00
316,10.00
317,10.00
318,10.00
319,10.00
320,10.00
321,10.00
322,10.00
323,10.00
324,10.00
325,10.00
326,10.00
327,10.00
328,10.00
329,10.00
330,10.00
331,10.00
332,10.00
333,10.00
334,10.00
335,10.00
336,10.00
337,10.00
338,10.00
339,10.00
340,10.00
341,10.00
342,10.00
343,10.00
344,10.00
345,10.00
346,10.00
347,10.00
348,10.00
349,10.00
350,10.00
351,10.00
352,10.00
353,10.00
354,10.00
355,10.00
356,10.00
357,10.00
358,10.00
359,10.00
360,10.00
361,10.00
362,10.00
363,10.00
364,10.00
365,10.00
366,10.00
367,10.00
368,10.00
369,10.00
370,10.00
371,10.00
372,10.00
373,10.00
374,10.00
375,10.00
376,10.00
377,10.00
378,10.00
379,10.00
380,10.00
381,10.00
382,10.00
383,10.00
384,10.00
385,10.00
386,10.00
387,10.00
388,10.00
389,10.00
390,10.00
391,10.00
392,10.00
393,10.00
394,10.00
395,10.00
396,10.00
397,10.00
398,10.00
399,10.00
400,10.00
401,10.00
402,10.00
403,10.00
404,10.00
405,10.00
406,10.00
407,10.00
408,10.00
409,10.00
410,10.00
411,10.00
412,10.00
413,10.00
414,10.00
415,10.00
416,10.00
417,10.00
418,10.00
419,10.00
420,10.00
421,10.00
422,10.00
423,10.00
424,10.00
425,10.00
426,10.00
427,10.00
428,10.00
429,10.00
430,10.00
431,10.00
432,10.00
433,10.00
434,10.00
435,10.00
436,10.00
437,10.00
438,10.00
439,10.00
440,10.00
441,10.00
442,10.00
